[SYSTEM 2024-06-07 01:58 | 3068 | smartTrade] smartTradeBackend started!
[SYSTEM 2024-06-07 02:03 | 2799 | smartTrade] smartTradeBackend started!
[REQUEST 2024-06-07 02:38 | 623 | smartTrade] GET /null
[RESPONSE 2024-06-07 02:38 | 623 | smartTrade] ¡Bienvenido a smartTrade!
[REQUEST 2024-06-07 04:01 | 7737 | smartTrade] GET /null
[RESPONSE 2024-06-07 04:01 | 7737 | smartTrade] ¡Bienvenido a smartTrade!
[REQUEST 2024-06-07 07:35 | 3447 | smartTrade] GET /null
[RESPONSE 2024-06-07 07:35 | 3447 | smartTrade] ¡Bienvenido a smartTrade!
[REQUEST 2024-06-07 07:48 | 8056 | smartTrade] GET /null
[RESPONSE 2024-06-07 07:48 | 8056 | smartTrade] ¡Bienvenido a smartTrade!
[REQUEST 2024-06-07 08:26 | 2050 | smartTrade] GET /user/identifier=Dynabox&password=dynabox
[RESPONSE 2024-06-07 08:26 | 2050 | smartTrade] <200 OK OK,com.smartTrade.backend.Facade.UsuarioFachada$1Response@1bce80f,[]>
[REQUEST 2024-06-07 08:26 | 7664 | smartTrade] GET /productos/vendedor/identifier=Dynabox
[RESPONSE 2024-06-07 08:26 | 7664 | smartTrade] <200 OK OK,[com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@414b48ab, com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@29ec44fe, com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@6ff9d630],[]>
[REQUEST 2024-06-07 08:26 | 9844 | smartTrade] GET /producto/name=Bolso%20muy%20Cl%C3%A1sico&image=true&oldMode=true
[RESPONSE 2024-06-07 08:26 | 9844 | smartTrade] <200 OK OK,com.smartTrade.backend.Facade.ProductoFachada$2Resultado@245f394,[]>
[REQUEST 2024-06-07 08:26 | 6504 | smartTrade] GET /admin/categorias/principalesnull
[RESPONSE 2024-06-07 08:26 | 6504 | smartTrade] <200 OK OK,[com.smartTrade.backend.Models.Categoria@3d897e50, com.smartTrade.backend.Models.Categoria@265226b8, com.smartTrade.backend.Models.Categoria@5538cc10, com.smartTrade.backend.Models.Categoria@68d83268, com.smartTrade.backend.Models.Categoria@1e55aadd],[]>
[REQUEST 2024-06-07 08:31 | 3449 | smartTrade] GET /user/identifier=Dynabox&password=dynabox
[RESPONSE 2024-06-07 08:31 | 3449 | smartTrade] <200 OK OK,com.smartTrade.backend.Facade.UsuarioFachada$1Response@7494fead,[]>
[REQUEST 2024-06-07 08:31 | 8499 | smartTrade] GET /productos/vendedor/identifier=Dynabox
[RESPONSE 2024-06-07 08:31 | 8499 | smartTrade] <200 OK OK,[com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@fd7cfb5, com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@64bb57e2, com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@7bc8c8dc],[]>
[REQUEST 2024-06-07 08:31 | 6055 | smartTrade] GET /producto/name=Bolso%20muy%20Cl%C3%A1sico&image=true&oldMode=true
[RESPONSE 2024-06-07 08:31 | 6055 | smartTrade] <200 OK OK,com.smartTrade.backend.Facade.ProductoFachada$2Resultado@16f15289,[]>
[REQUEST 2024-06-07 08:31 | 2113 | smartTrade] GET /admin/categorias/principalesnull
[RESPONSE 2024-06-07 08:31 | 2113 | smartTrade] <200 OK OK,[com.smartTrade.backend.Models.Categoria@235c563d, com.smartTrade.backend.Models.Categoria@1c949392, com.smartTrade.backend.Models.Categoria@69a2898d, com.smartTrade.backend.Models.Categoria@6af14cba, com.smartTrade.backend.Models.Categoria@2b5d0267],[]>
[SYSTEM 2024-06-07 08:35 | 6820 | smartTrade] smartTradeBackend started!
[SYSTEM 2024-06-07 08:36 | 3531 | smartTrade] smartTradeBackend started!
[REQUEST 2024-06-07 08:42 | 7371 | smartTrade] GET /paisesnull
[RESPONSE 2024-06-07 08:42 | 7371 | smartTrade] <200 OK OK,[Afghanistan 🇦🇫, Albania 🇦🇱, Algeria 🇩🇿, American Samoa 🇦🇸, Andorra 🇦🇩, Angola 🇦🇴, Anguilla 🇦🇮, Antarctica 🇦🇶, Antigua & Barbuda 🇦🇬, Argentina 🇦🇷, Armenia 🇦🇲, Aruba 🇦🇼, Australia 🇦🇺, Austria 🇦🇹, Azerbaijan 🇦🇿, Bahamas 🇧🇸, Bahrain 🇧🇭, Bangladesh 🇧🇩, Barbados 🇧🇧, Belarus 🇧🇾, Belgium 🇧🇪, Belize 🇧🇿, Benin 🇧🇯, Bermuda 🇧🇲, Bhutan 🇧🇹, Bolivia 🇧🇴, Bosnia & Herzegovina 🇧🇦, Botswana 🇧🇼, Brazil 🇧🇷, British Indian Ocean Territory 🇮🇴, British Virgin Islands 🇻🇬, Brunei 🇧🇳, Bulgaria 🇧🇬, Burkina Faso 🇧🇫, Burundi 🇧🇮, Cambodia 🇰🇭, Cameroon 🇨🇲, Canada 🇨🇦, Cape Verde 🇨🇻, Caribbean Netherlands 🇧🇶, Cayman Islands 🇰🇾, Central African Republic 🇨🇫, Chad 🇹🇩, Chile 🇨🇱, China 🇨🇳, Christmas Island 🇨🇽, Cocos (Keeling) Islands 🇨🇨, Colombia 🇨🇴, Comoros 🇰🇲, Congo - Brazzaville 🇨🇬, Congo - Kinshasa 🇨🇩, Cook Islands 🇨🇰, Costa Rica 🇨🇷, Croatia 🇭🇷, Cuba 🇨🇺, Curaçao 🇨🇼, Cyprus 🇨🇾, Czechia 🇨🇿, Denmark 🇩🇰, Djibouti 🇩🇯, Dominica 🇩🇲, Dominican Republic 🇩🇴, Ecuador 🇪🇨, Egypt 🇪🇬, El Salvador 🇸🇻, Equatorial Guinea 🇬🇶, Eritrea 🇪🇷, Estonia 🇪🇪, Eswatini 🇸🇿, Ethiopia 🇪🇹, Falkland Islands 🇫🇰, Faroe Islands 🇫🇴, Fiji 🇫🇯, Finland 🇫🇮, France 🇫🇷, French Guiana 🇬🇫, French Polynesia 🇵🇫, French Southern Territories 🇹🇫, Gabon 🇬🇦, Gambia 🇬🇲, Georgia 🇬🇪, Germany 🇩🇪, Ghana 🇬🇭, Gibraltar 🇬🇮, Greece 🇬🇷, Greenland 🇬🇱, Grenada 🇬🇩, Guadeloupe 🇬🇵, Guam 🇬🇺, Guatemala 🇬🇹, Guernsey 🇬🇬, Guinea 🇬🇳, Guinea-Bissau 🇬🇼, Guyana 🇬🇾, Haiti 🇭🇹, Honduras 🇭🇳, Hong Kong SAR China 🇭🇰, Hungary 🇭🇺, Iceland 🇮🇸, India 🇮🇳, Indonesia 🇮🇩, Iran 🇮🇷, Iraq 🇮🇶, Ireland 🇮🇪, Isle of Man 🇮🇲, Israel 🇮🇱, Italy 🇮🇹, Jamaica 🇯🇲, Japan 🇯🇵, Jersey 🇯🇪, Jordan 🇯🇴, Kazakhstan 🇰🇿, Kenya 🇰🇪, Kiribati 🇰🇮, Kuwait 🇰🇼, Kyrgyzstan 🇰🇬, Laos 🇱🇦, Latvia 🇱🇻, Lebanon 🇱🇧, Lesotho 🇱🇸, Liberia 🇱🇷, Libya 🇱🇾, Liechtenstein 🇱🇮, Lithuania 🇱🇹, Luxembourg 🇱🇺, Macao SAR China 🇲🇴, Madagascar 🇲🇬, Malawi 🇲🇼, Malaysia 🇲🇾, Maldives 🇲🇻, Mali 🇲🇱, Malta 🇲🇹, Marshall Islands 🇲🇭, Martinique 🇲🇶, Mauritania 🇲🇷, Mauritius 🇲🇺, Mayotte 🇾🇹, Mexico 🇲🇽, Micronesia 🇫🇲, Moldova 🇲🇩, Monaco 🇲🇨, Mongolia 🇲🇳, Montenegro 🇲🇪, Montserrat 🇲🇸, Morocco 🇲🇦, Mozambique 🇲🇿, Myanmar (Burma) 🇲🇲, Namibia 🇳🇦, Nauru 🇳🇷, Nepal 🇳🇵, Netherlands 🇳🇱, New Caledonia 🇳🇨, New Zealand 🇳🇿, Nicaragua 🇳🇮, Niger 🇳🇪, Nigeria 🇳🇬, Niue 🇳🇺, Norfolk Island 🇳🇫, North Korea 🇰🇵, North Macedonia 🇲🇰, Northern Mariana Islands 🇲🇵, Norway 🇳🇴, Oman 🇴🇲, Pakistan 🇵🇰, Palau 🇵🇼, Palestinian Territories 🇵🇸, Panama 🇵🇦, Papua New Guinea 🇵🇬, Paraguay 🇵🇾, Peru 🇵🇪, Philippines 🇵🇭, Pitcairn Islands 🇵🇳, Poland 🇵🇱, Portugal 🇵🇹, Puerto Rico 🇵🇷, Qatar 🇶🇦, Romania 🇷🇴, Russia 🇷🇺, Rwanda 🇷🇼, Réunion 🇷🇪, Samoa 🇼🇸, San Marino 🇸🇲, Saudi Arabia 🇸🇦, Senegal 🇸🇳, Serbia 🇷🇸, Seychelles 🇸🇨, Sierra Leone 🇸🇱, Singapore 🇸🇬, Sint Maarten 🇸🇽, Slovakia 🇸🇰, Slovenia 🇸🇮, Solomon Islands 🇸🇧, Somalia 🇸🇴, South Africa 🇿🇦, South Georgia & South Sandwich Islands 🇬🇸, South Korea 🇰🇷, South Sudan 🇸🇸, Spain 🇪🇸, Sri Lanka 🇱🇰, St. Barthélemy 🇧🇱, St. Helena 🇸🇭, St. Kitts & Nevis 🇰🇳, St. Lucia 🇱🇨, St. Martin 🇲🇫, St. Pierre & Miquelon 🇵🇲, St. Vincent & Grenadines 🇻🇨, Sudan 🇸🇩, Suriname 🇸🇷, Svalbard & Jan Mayen 🇸🇯, Sweden 🇸🇪, Switzerland 🇨🇭, Syria 🇸🇾, São Tomé & Príncipe 🇸🇹, Taiwan 🇹🇼, Tajikistan 🇹🇯, Tanzania 🇹🇿, Thailand 🇹🇭, Timor-Leste 🇹🇱, Togo 🇹🇬, Tokelau 🇹🇰, Tonga 🇹🇴, Trinidad & Tobago 🇹🇹, Tunisia 🇹🇳, Turkey 🇹🇷, Turkmenistan 🇹🇲, Turks & Caicos Islands 🇹🇨, Tuvalu 🇹🇻, U.S. Virgin Islands 🇻🇮, Uganda 🇺🇬, Ukraine 🇺🇦, United Arab Emirates 🇦🇪, United Kingdom 🇬🇧, United States 🇺🇸, Uruguay 🇺🇾, Uzbekistan 🇺🇿, Vanuatu 🇻🇺, Vatican City 🇻🇦, Venezuela 🇻🇪, Vietnam 🇻🇳, Wallis & Futuna 🇼🇫, Western Sahara 🇪🇭, Yemen 🇾🇪, Zambia 🇿🇲, Zimbabwe 🇿🇼, Åland Islands 🇦🇽],[]>
[REQUEST 2024-06-07 08:42 | 2987 | smartTrade] GET /user/identifier=Dynabox&password=dynabox
[RESPONSE 2024-06-07 08:42 | 2987 | smartTrade] <200 OK OK,com.smartTrade.backend.Facade.UsuarioFachada$1Response@42eb1f75,[]>
[REQUEST 2024-06-07 08:42 | 6367 | smartTrade] GET /productos/vendedor/identifier=Dynabox
[RESPONSE 2024-06-07 08:42 | 6367 | smartTrade] <200 OK OK,[com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@1c2066d5, com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@13ee94a1, com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@3d893358],[]>
[REQUEST 2024-06-07 08:42 | 2697 | smartTrade] GET /producto/name=Bolso%20muy%20Cl%C3%A1sico&image=true&oldMode=true
[RESPONSE 2024-06-07 08:42 | 2697 | smartTrade] <200 OK OK,com.smartTrade.backend.Facade.ProductoFachada$2Resultado@2b7fa6e6,[]>
[REQUEST 2024-06-07 08:42 | 9007 | smartTrade] GET /admin/categorias/principalesnull
[RESPONSE 2024-06-07 08:42 | 9007 | smartTrade] <200 OK OK,[com.smartTrade.backend.Models.Categoria@7fbe447b, com.smartTrade.backend.Models.Categoria@6a5e58d2, com.smartTrade.backend.Models.Categoria@4e8bfa97, com.smartTrade.backend.Models.Categoria@1281b883, com.smartTrade.backend.Models.Categoria@1f91bb34],[]>
[REQUEST 2024-06-07 08:43 | 964 | smartTrade] GET /user/identifier=Dynabox&password=dynabox
[RESPONSE 2024-06-07 08:43 | 964 | smartTrade] <200 OK OK,com.smartTrade.backend.Facade.UsuarioFachada$1Response@499e8e25,[]>
[REQUEST 2024-06-07 08:43 | 653 | smartTrade] GET /productos/vendedor/identifier=Dynabox
[RESPONSE 2024-06-07 08:43 | 653 | smartTrade] <200 OK OK,[com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@634cafc6, com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@571e62ce, com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@1300270c],[]>
[REQUEST 2024-06-07 08:43 | 9980 | smartTrade] GET /producto/name=Bolso%20muy%20Cl%C3%A1sico&image=true&oldMode=true
[RESPONSE 2024-06-07 08:43 | 9980 | smartTrade] <200 OK OK,com.smartTrade.backend.Facade.ProductoFachada$2Resultado@64bb57e2,[]>
[REQUEST 2024-06-07 08:43 | 5250 | smartTrade] GET /admin/categorias/principalesnull
[RESPONSE 2024-06-07 08:43 | 5250 | smartTrade] <200 OK OK,[com.smartTrade.backend.Models.Categoria@62e0f56e, com.smartTrade.backend.Models.Categoria@1d5211c3, com.smartTrade.backend.Models.Categoria@28d4f6fe, com.smartTrade.backend.Models.Categoria@ae6eda9, com.smartTrade.backend.Models.Categoria@6fc8221e],[]>
[REQUEST 2024-06-07 08:49 | 1733 | smartTrade] GET /user/identifier=Dynabox&password=dynabox
[RESPONSE 2024-06-07 08:49 | 1733 | smartTrade] <200 OK OK,com.smartTrade.backend.Facade.UsuarioFachada$1Response@632d54cc,[]>
[REQUEST 2024-06-07 08:49 | 890 | smartTrade] GET /productos/vendedor/identifier=Dynabox
[RESPONSE 2024-06-07 08:49 | 890 | smartTrade] <200 OK OK,[com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@742cf45b, com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@7d6642ea, com.smartTrade.backend.Facade.ProductoFachada$1Producto_Precio@15a2a230],[]>
[REQUEST 2024-06-07 08:49 | 1940 | smartTrade] GET /producto/name=Bolso%20muy%20Cl%C3%A1sico&image=true&oldMode=true
[RESPONSE 2024-06-07 08:49 | 1940 | smartTrade] <200 OK OK,com.smartTrade.backend.Facade.ProductoFachada$2Resultado@6970f1b1,[]>
[REQUEST 2024-06-07 08:49 | 3717 | smartTrade] GET /admin/categorias/principalesnull
